TimeStamp,Partida V115,Estado Bombeo Semi V115,SP Semi V115,Estado Bombeo Receta V115,SP Receta V115,Consumo V115,Partida D122,Estado Bombeo Semi D122,SP Semi D122,Estado Bombeo Receta D122,SP Receta D122,Consumo D122,Partida V131,Estado Bombeo Semi V131,SP Semi V131,Estado Bombeo Receta V131,SP Receta V131,Consumo V131,Partida V141,Estado Bombeo Semi V141,SP Semi V141,Estado Bombeo Receta V141,SP Receta V141,Consumo V141,Partida V241,Estado Bombeo Semi V241,SP Semi V241,Estado Bombeo Receta V241,SP Receta V241,Consumo V241
2024-10-20 12:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-20 13:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-20 14:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-20 15:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-20 16:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-20 17:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-20 18:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-20 19:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-20 20:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-20 21:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-20 22:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-20 23:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 00:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 01:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 02:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 03:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 04:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 05:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 06:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 07:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 08:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 09:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 10:00:00,12345678,-1,0,-1,,1301.7017,12345678,-1,40,-1,,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 11:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,2.1418443,577.6181,12345678,-1,0,-1,0,1156.12,,-1,,-1,,371.18713,,-1,,-1,,2800.4558
2024-10-21 12:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,17.989323,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,,-1,,2800.4558
2024-10-21 13:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,33.836803,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,,-1,,2800.4558
2024-10-21 14:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,49.68428,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,,-1,,2800.4558
2024-10-21 15:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,65.531761,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-21 16:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,81.379242,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-21 17:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,97.226723,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-21 18:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,113.0742,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-21 19:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,128.92168,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-21 20:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,144.76917,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-21 21:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,160.61664,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-21 22:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,176.46411,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-21 23:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,192.3116,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 00:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,208.15907,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 01:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,224.00655,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 02:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,239.85403,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 03:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,255.70151,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 04:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,271.54898,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 05:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,287.39648,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 06:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,303.24396,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 07:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,319.09143,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 08:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,334.9389,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 09:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,350.78638,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 10:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,366.63388,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 11:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,382.48135,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 12:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,398.32883,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 13:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,414.1763,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 14:00:00,12345678,-1,0,-1,0,1301.7017,12345678,-1,40,-1,430.02377,577.6181,12345678,-1,0,-1,0,1156.12,,-1,15,-1,0,371.18713,,-1,90,-1,0,2800.4558
2024-10-22 15:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,445.87128,577.6181,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-22 16:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,461.71875,577.6181,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-22 17:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,477.56622,577.6181,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-22 18:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,493.4137,577.6181,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-22 19:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,509.26117,577.6181,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-22 20:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,525.10864,577.6181,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-22 21:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,540.95612,577.6181,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-22 22:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,556.80359,577.6181,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-22 23:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,572.65112,577.6181,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 00:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,572.44702,577.71863,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 01:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,571.88153,577.71863,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 02:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,571.3161,577.71863,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 03:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,570.75067,577.71863,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 04:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,570.18518,577.71863,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 05:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,569.61975,577.71863,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 06:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,569.05426,577.71863,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 07:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,568.48883,577.71863,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 08:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,567.9234,577.71863,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 09:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Active,567.35791,314.20132,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 10:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,566.79248,578.07629,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 11:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,566.22705,578.07629,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 12:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,565.66156,578.07629,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 13:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,565.09613,578.07629,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 14:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,564.5307,578.07629,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 15:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,563.96521,578.07629,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 16:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,563.39978,578.07629,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 17:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,562.83429,578.07629,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 18:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,562.26886,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 19:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,561.70343,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 20:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,561.13794,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 21:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,560.57251,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 22:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,560.00708,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-23 23:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,559.44159,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 00:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,558.87616,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 01:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,558.31073,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 02:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,557.74524,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 03:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,557.17981,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 04:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,556.61432,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 05:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,556.04889,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 06:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,555.48346,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 07:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,554.91797,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 08:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,554.35254,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 09:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,553.78711,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 10:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,553.22162,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 11:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,552.65619,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 12:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,552.09076,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 13:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,551.52527,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 14:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,550.95984,577.4469,12345678,Inactive,0,-1,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 15:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,550.39435,577.4469,12345678,Inactive,0,Inactive,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 16:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,549.82892,577.4469,12345678,Inactive,0,Inactive,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 17:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,549.26349,577.4469,12345678,Inactive,0,Inactive,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 18:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,548.698,577.4469,12345678,Inactive,0,Inactive,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 19:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,548.13257,577.4469,12345678,Inactive,0,Inactive,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 20:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,547.56714,577.4469,12345678,Inactive,0,Inactive,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 21:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,547.00165,577.4469,12345678,Inactive,0,Inactive,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
2024-10-24 22:00:00,12345678,Inactive,0,Inactive,0,1301.7017,12345678,-1,40,Inactive,546.43622,577.4469,12345678,Inactive,0,Inactive,0,1156.12,,Inactive,15,Inactive,0,371.18713,,Inactive,90,Inactive,0,2800.4558
